lambda=0.5,T=600000,Single_Price=True,Alg.Cx=1,Alg.Cy=0.005,Alg.Cz=4,soft_constraint=True,,,,,,,,,
833,0.5,1.147700271,1.647700271,19231.06344,53729.40493,98847.60933,1.285714286,1.714285714,1.402053523,1.402053523,1.294117647,1.294117647,0.5,0.428571429,0
834,0.5,1.147700271,1.647700271,23958.70832,43681.54249,163426.2629,1.214285714,1.428571429,1.27473434,1.27473434,2,2,0.5,0.214285714,0
835,0.5,1.147700271,1.647700271,28558.5906,47879.14664,87286.20454,1.214285714,1.785714286,1.335279807,1.335279807,1.196078431,1.196078431,0.5,0.571428571,0
836,0.5,1.147700271,1.647700271,33699.75005,50433.78091,129921.0339,1.071428571,1.428571429,1.368108375,1.368108375,1.666666667,1.666666667,0.5,0.357142857,0
837,0.5,1.147700271,1.647700271,22918.95414,61417.35416,171255.5797,1.214285714,1.714285714,1.489860654,1.489860654,1.921568627,1.921568627,0.5,0.5,0
838,0.5,1.147700271,1.647700271,22833.96916,41957.73272,94435.17616,1.285714286,1.571428571,1.247435391,1.247435391,1.392156863,1.392156863,0.5,0.285714286,0
839,0.5,1.147700271,1.647700271,23379.34668,51013.60682,103491.0503,1.214285714,1.428571429,1.376844419,1.376844419,1.392156863,1.392156863,0.5,0.214285714,0
840,0.5,1.147700271,1.647700271,22138.28366,66652.67779,105144.4524,1.142857143,1.428571429,1.548603302,1.548603302,1.176470588,1.176470588,0.5,0.285714286,0
841,0.5,1.147700271,1.647700271,45128.48392,54693.39726,157240.0179,1.142857143,1.785714286,1.422310689,1.422310689,1.862745098,1.862745098,0.5,0.642857143,0
842,0.5,1.147700271,1.647700271,18592.49666,87207.67828,143022.6805,1.214285714,1.571428571,1.733888702,1.733888702,1.431372549,1.431372549,0.5,0.357142857,0
843,0.5,1.147700271,1.647700271,19078.7716,71069.76498,152755.0897,1.214285714,1.642857143,1.594301609,1.594301609,1.68627451,1.68627451,0.5,0.428571429,0
844,0.5,1.147700271,1.647700271,30476.35654,71936.39651,140896.3181,1.142857143,1.642857143,1.59985921,1.59985921,1.568627451,1.568627451,0.5,0.5,0
845,0.5,1.147700271,1.647700271,50765.23342,87379.87667,143194.8789,1.142857143,1.857142857,1.737396254,1.737396254,1.431372549,1.431372549,0.5,0.714285714,0
846,0.5,1.147700271,1.647700271,16632.8046,68626.52933,139625.0714,1.214285714,1.642857143,1.569243269,1.569243269,1.588235294,1.588235294,0.5,0.428571429,0
847,0.5,1.147700271,1.647700271,21265.44831,46842.01705,119914.182,1.357142857,1.785714286,1.319179096,1.319179096,1.607843137,1.607843137,0.5,0.428571429,0
848,0.5,1.147700271,1.647700271,22645.10808,42729.99104,84202.98107,1.214285714,1.428571429,1.096993334,1.096993334,1.235294118,1.235294118,0.5,0.214285714,0
849,0.5,1.147700271,1.647700271,24987.00346,56390.32383,117579.6046,1.142857143,1.571428571,1.440775384,1.440775384,1.490196078,1.490196078,0.5,0.428571429,0
850,0.5,1.147700271,1.647700271,25064.6729,37942.41659,124104.8636,1.142857143,1.571428571,1.163360799,1.163360799,1.725490196,1.725490196,0.5,0.428571429,0
851,0.5,1.147700271,1.647700271,18562.85005,39415.52088,125577.9679,1.285714286,1.642857143,1.196723317,1.196723317,1.725490196,1.725490196,0.5,0.357142857,0
852,0.5,1.147700271,1.647700271,39032.24619,44222.20919,88056.10939,1.071428571,1.5,1.278792282,1.278792282,1.274509804,1.274509804,0.5,0.428571429,0
853,0.5,1.147700271,1.647700271,19783.97789,51886.49912,106006.8145,1.214285714,1.642857143,1.378895643,1.378895643,1.411764706,1.411764706,0.5,0.428571429,0
854,0.5,1.147700271,1.647700271,21727.61312,58446.77046,99355.34662,1.285714286,1.5,1.465825848,1.465825848,1.117647059,1.117647059,0.5,0.214285714,0
855,0.5,1.147700271,1.647700271,30534.11071,45787.73258,99908.04792,1.214285714,1.785714286,1.305094694,1.305094694,1.411764706,1.411764706,0.5,0.571428571,0
856,0.5,1.147700271,1.647700271,19073.4544,104424.3107,148258.2109,1.214285714,1.642857143,1.882389129,1.882389129,1.274509804,1.274509804,0.5,0.428571429,0
857,0.5,1.147700271,1.647700271,23485.67513,79588.65837,118995.7163,1.142857143,1.5,1.667111204,1.667111204,1.196078431,1.196078431,0.5,0.357142857,0
858,0.5,1.147700271,1.647700271,16931.14563,67470.46014,170017.0808,1.285714286,1.714285714,1.552074691,1.552074691,1.862745098,1.862745098,0.5,0.428571429,0
859,0.5,1.147700271,1.647700271,23457.44682,57255.73996,126215.6616,1.142857143,1.5,1.451298708,1.451298708,1.568627451,1.568627451,0.5,0.357142857,0
860,0.5,1.147700271,1.647700271,23982.36054,81559.08359,148517.0397,1.285714286,1.857142857,1.687933859,1.687933859,1.549019608,1.549019608,0.5,0.571428571,0
861,0.5,1.147700271,1.647700271,25228.86809,72719.86975,152207.1228,1.428571429,1.857142857,1.611228148,1.611228148,1.666666667,1.666666667,0.5,0.428571429,0
862,0.5,1.147700271,1.647700271,24824.16182,60091.06836,117650.475,1.285714286,1.857142857,1.484448646,1.484448646,1.450980392,1.450980392,0.5,0.571428571,0
863,0.5,1.147700271,1.647700271,27091.97846,51193.71661,137356.1636,1.142857143,1.571428571,1.381754814,1.381754814,1.725490196,1.725490196,0.5,0.428571429,0
864,0.5,1.147700271,1.647700271,18123.88946,38335.74563,124498.1926,1.285714286,1.714285714,1.174295843,1.174295843,1.725490196,1.725490196,0.5,0.428571429,0
865,0.5,1.147700271,1.647700271,23081.90621,63173.10319,144858.4279,1.214285714,1.714285714,1.509953646,1.509953646,1.68627451,1.68627451,0.5,0.5,0
866,0.5,1.147700271,1.647700271,21048.35703,40149.48854,85267.69294,1.285714286,1.571428571,1.214055151,1.214055151,1.294117647,1.294117647,0.5,0.285714286,0
867,0.5,1.147700271,1.647700271,29432.03669,62303.31508,137482.502,1.214285714,1.785714286,1.499764092,1.499764092,1.62745098,1.62745098,0.5,0.571428571,0
868,0.5,1.147700271,1.647700271,24258.84213,45014.0249,88847.9251,1.285714286,1.857142857,1.295868469,1.295868469,1.274509804,1.274509804,0.5,0.571428571,0
869,0.5,1.147700271,1.647700271,17870.52145,44626.51321,115625.0553,1.285714286,1.785714286,1.286161095,1.286161095,1.588235294,1.588235294,0.5,0.5,0
870,0.5,1.147700271,1.647700271,19802.16292,68001.87394,129191.1547,1.214285714,1.642857143,1.559305821,1.559305821,1.490196078,1.490196078,0.5,0.428571429,0
871,0.5,1.147700271,1.647700271,23972.97002,51980.60701,107795.6093,1.357142857,1.714285714,1.389697289,1.389697289,1.431372549,1.431372549,0.5,0.357142857,0
872,0.5,1.147700271,1.647700271,21358.94106,54034.16855,168802.4265,1.285714286,1.571428571,1.412475868,1.412475868,1.960784314,1.960784314,0.5,0.285714286,0
873,0.5,1.147700271,1.647700271,39483.42592,55290.37413,132608.4267,1.071428571,1.5,1.429388783,1.429388783,1.647058824,1.647058824,0.5,0.428571429,0
874,0.5,1.147700271,1.647700271,28734.30098,39218.32486,79620.08369,1.142857143,1.571428571,1.136039233,1.136039233,1.215686275,1.215686275,0.5,0.428571429,0
875,0.5,1.147700271,1.647700271,43887.71678,48274.37534,87466.06769,1.142857143,1.785714286,1.045279237,1.045279237,1.137254902,1.137254902,0.5,0.642857143,0
876,0.5,1.147700271,1.647700271,19518.68561,89764.98132,139120.8311,1.285714286,1.571428571,1.753778631,1.753778631,1.352941176,1.352941176,0.5,0.285714286,0
877,0.5,1.147700271,1.647700271,21401.28993,71765.70903,142764.2511,1.214285714,1.428571429,1.601858508,1.601858508,1.588235294,1.588235294,0.5,0.214285714,0
878,0.5,1.147700271,1.647700271,44050.69554,56064.94202,102533.2273,1.142857143,1.785714286,1.431112517,1.431112517,1.31372549,1.31372549,0.5,0.642857143,0
879,0.5,1.147700271,1.647700271,31633.20719,55986.86685,137672.1915,1.214285714,1.785714286,1.436675053,1.436675053,1.68627451,1.68627451,0.5,0.571428571,0
880,0.5,1.147700271,1.647700271,38004.02184,41542.81549,102732.0963,1.142857143,1.714285714,1.237538416,1.237538416,1.490196078,1.490196078,0.5,0.571428571,0
881,0.5,1.147700271,1.647700271,33849.5045,59011.00698,138498.26,1.071428571,1.428571429,1.472064057,1.472064057,1.666666667,1.666666667,0.5,0.357142857,0
882,0.5,1.147700271,1.647700271,17412.53472,53171.59647,102527.4462,1.285714286,1.714285714,1.399864188,1.399864188,1.352941176,1.352941176,0.5,0.428571429,0
883,0.5,1.147700271,1.647700271,20621.24474,68810.39222,166576.6494,1.214285714,1.5,1.568998882,1.568998882,1.823529412,1.823529412,0.5,0.285714286,0
884,0.5,1.147700271,1.647700271,29920.44543,40035.7843,81508.77434,1.285714286,1.928571429,1.211161917,1.211161917,1.235294118,1.235294118,0.5,0.642857143,0
885,0.5,1.147700271,1.647700271,21281.68262,48198.63574,127685.8888,1.357142857,1.928571429,1.339944049,1.339944049,1.666666667,1.666666667,0.5,0.571428571,0
886,0.5,1.147700271,1.647700271,24240.56512,54433.12744,142871.9139,1.357142857,1.714285714,1.415420018,1.415420018,1.745098039,1.745098039,0.5,0.357142857,0
887,0.5,1.147700271,1.647700271,32517.9999,39549.07659,98900.56842,1.142857143,1.642857143,1.20201767,1.20201767,1.470588235,1.470588235,0.5,0.5,0
888,0.5,1.147700271,1.647700271,31402.67842,50153.49904,115147.8476,1.142857143,1.642857143,1.36363033,1.36363033,1.529411765,1.529411765,0.5,0.5,0
889,0.5,1.147700271,1.647700271,24619.26253,81798.28376,139357.6903,1.214285714,1.714285714,1.686042654,1.686042654,1.450980392,1.450980392,0.5,0.5,0
890,0.5,1.147700271,1.647700271,20155.86535,51092.28443,118050.2405,1.214285714,1.5,1.380651593,1.380651593,1.549019608,1.549019608,0.5,0.285714286,0
891,0.5,1.147700271,1.647700271,18261.51168,65182.43744,111650.7227,1.285714286,1.642857143,1.531457234,1.531457234,1.31372549,1.31372549,0.5,0.357142857,0
892,0.5,1.147700271,1.647700271,36880.60218,37782.5323,95341.93889,1.214285714,1.857142857,1.160401939,1.160401939,1.450980392,1.450980392,0.5,0.642857143,0
893,0.5,1.147700271,1.647700271,17442.25503,41822.74694,91178.59669,1.285714286,1.714285714,1.245427857,1.245427857,1.352941176,1.352941176,0.5,0.428571429,0
894,0.5,1.147700271,1.647700271,22613.23336,40689.54449,98248.95108,1.357142857,1.642857143,1.222934296,1.222934296,1.450980392,1.450980392,0.5,0.285714286,0
895,0.5,1.147700271,1.647700271,29146.48302,57851.5434,146290.3299,1.214285714,1.785714286,1.44938847,1.44938847,1.745098039,1.745098039,0.5,0.571428571,0
896,0.5,1.147700271,1.647700271,37144.60677,45619.43356,138679.9844,1.142857143,1.714285714,1.299958862,1.299958862,1.784313725,1.784313725,0.5,0.571428571,0
897,0.5,1.147700271,1.647700271,41953.17041,67637.04087,136596.9625,1.214285714,1.928571429,1.5562026,1.5562026,1.568627451,1.568627451,0.5,0.714285714,0
898,0.5,1.147700271,1.647700271,21166.6625,50098.29305,155060.3462,1.142857143,1.428571429,1.353845762,1.353845762,1.882352941,1.882352941,0.5,0.285714286,0
899,0.5,1.147700271,1.647700271,25223.82764,50471.2705,138910.057,1.214285714,1.714285714,1.367844071,1.367844071,1.745098039,1.745098039,0.5,0.5,0
900,0.5,1.147700271,1.647700271,36410.13893,62398.13923,141885.3923,1.214285714,1.857142857,1.50320152,1.50320152,1.666666667,1.666666667,0.5,0.642857143,0
901,0.5,1.147700271,1.647700271,24858.4233,48449.6799,160746.6648,1.428571429,1.785714286,1.345140466,1.345140466,1.941176471,1.941176471,0.5,0.357142857,0
902,0.5,1.147700271,1.647700271,32960.3633,74566.47959,127043.923,1.142857143,1.642857143,1.617534312,1.617534312,1.392156863,1.392156863,0.5,0.5,0
903,0.5,1.147700271,1.647700271,18133.10097,50208.63047,127526.6831,1.214285714,1.571428571,1.367182887,1.367182887,1.647058824,1.647058824,0.5,0.357142857,0
904,0.5,1.147700271,1.647700271,29899.98689,73295.3275,148474.5145,1.142857143,1.642857143,1.610585044,1.610585044,1.62745098,1.62745098,0.5,0.5,0
905,0.5,1.147700271,1.647700271,30546.01456,46110.85441,134549.6409,1.214285714,1.785714286,1.309143205,1.309143205,1.745098039,1.745098039,0.5,0.571428571,0
906,0.5,1.147700271,1.647700271,28640.0631,43326.89506,118506.082,1.142857143,1.571428571,1.267349415,1.267349415,1.62745098,1.62745098,0.5,0.428571429,0
907,0.5,1.147700271,1.647700271,26466.01467,39183.52329,132244.0741,1.285714286,1.5,1.194228368,1.194228368,1.784313725,1.784313725,0.5,0.214285714,0
908,0.5,1.147700271,1.647700271,17055.51103,52191.72379,162029.9494,1.285714286,1.642857143,1.391363055,1.391363055,1.921568627,1.921568627,0.5,0.357142857,0
909,0.5,1.147700271,1.647700271,23562.21142,78379.88099,147339.8026,1.214285714,1.714285714,1.658927485,1.658927485,1.568627451,1.568627451,0.5,0.5,0
910,0.5,1.147700271,1.647700271,33666.80796,46129.02567,111123.3743,1.142857143,1.642857143,1.312324385,1.312324385,1.529411765,1.529411765,0.5,0.5,0
911,0.5,1.147700271,1.647700271,29763.21881,50596.8095,136759.2565,1.285714286,1.928571429,1.3702817,1.3702817,1.725490196,1.725490196,0.5,0.642857143,0
912,0.5,1.147700271,1.647700271,23413.14954,43206.40814,106277.2622,1.142857143,1.5,1.090612238,1.090612238,1.509803922,1.509803922,0.5,0.357142857,0
913,0.5,1.147700271,1.647700271,38325.42479,51920.53979,92322.29862,1.142857143,1.714285714,1.387707925,1.387707925,1.215686275,1.215686275,0.5,0.571428571,0
914,0.5,1.147700271,1.647700271,20040.05872,56344.69322,168641.6781,1.214285714,1.571428571,1.434766504,1.434766504,1.941176471,1.941176471,0.5,0.357142857,0
915,0.5,1.147700271,1.647700271,22142.53464,42547.00022,137950.5054,1.357142857,1.714285714,1.250826469,1.250826469,1.803921569,1.803921569,0.5,0.357142857,0
916,0.5,1.147700271,1.647700271,32049.60507,39915.29322,87796.93633,1.142857143,1.642857143,1.207621195,1.207621195,1.333333333,1.333333333,0.5,0.5,0
917,0.5,1.147700271,1.647700271,29240.14757,58749.51057,111226.954,1.142857143,1.571428571,1.468870906,1.468870906,1.392156863,1.392156863,0.5,0.428571429,0
918,0.5,1.147700271,1.647700271,20936.66986,54869.28942,167166.2743,1.214285714,1.642857143,1.423805569,1.423805569,1.941176471,1.941176471,0.5,0.428571429,0
919,0.5,1.147700271,1.647700271,39031.25824,51628.73178,166396.9898,1.142857143,1.714285714,1.388384653,1.388384653,1.960784314,1.960784314,0.5,0.571428571,0
920,0.5,1.147700271,1.647700271,21481.63737,51849.43469,129167.4873,1.214285714,1.5,1.390635678,1.390635678,1.647058824,1.647058824,0.5,0.285714286,0
921,0.5,1.147700271,1.647700271,18152.7307,45350.08538,167598.2548,1.214285714,1.5,1.295345439,1.295345439,2.019607843,2.019607843,0.5,0.285714286,0
922,0.5,1.147700271,1.647700271,25442.8088,105280.2786,142939.1586,1.214285714,1.714285714,1.887800114,1.887800114,1.156862745,1.156862745,0.5,0.5,0
923,0.5,1.147700271,1.647700271,22037.67166,48501.06556,123680.2525,1.285714286,1.571428571,1.042994025,1.042994025,1.62745098,1.62745098,0.5,0.285714286,0
924,0.5,1.147700271,1.647700271,47285.60655,49853.97792,109205.4697,1.214285714,2,1.362210857,1.362210857,1.470588235,1.470588235,0.5,0.785714286,0
925,0.5,1.147700271,1.647700271,30052.49177,38993.45831,127432.2448,1.5,1.928571429,1.187189489,1.187189489,1.745098039,1.745098039,0.5,0.428571429,0
926,0.5,1.147700271,1.647700271,18171.18597,55744.53064,120738.8792,1.285714286,1.714285714,1.433709071,1.433709071,1.529411765,1.529411765,0.5,0.428571429,0
927,0.5,1.147700271,1.647700271,22778.69071,44122.13268,166370.3021,1.285714286,1.642857143,1.282938837,1.282938837,2.019607843,2.019607843,0.5,0.357142857,0
928,0.5,1.147700271,1.647700271,23562.21142,48063.17968,129748.5044,1.214285714,1.714285714,1.338335764,1.338335764,1.68627451,1.68627451,0.5,0.5,0
929,0.5,1.147700271,1.647700271,25610.90742,94623.60794,143979.4577,1.142857143,1.571428571,1.796980301,1.796980301,1.352941176,1.352941176,0.5,0.428571429,0
930,0.5,1.147700271,1.647700271,20261.85742,57655.52183,124613.4779,1.285714286,1.785714286,1.452803099,1.452803099,1.549019608,1.549019608,0.5,0.5,0
931,0.5,1.147700271,1.647700271,18417.08357,55117.82706,132435.8797,1.214285714,1.642857143,1.423161603,1.423161603,1.647058824,1.647058824,0.5,0.428571429,0
932,0.5,1.147700271,1.647700271,25023.16292,65722.22373,123281.6303,1.142857143,1.5,1.53428337,1.53428337,1.450980392,1.450980392,0.5,0.357142857,0
933,0.5,1.147700271,1.647700271,36472.27509,50092.95821,117050.9143,1.142857143,1.714285714,1.362911111,1.362911111,1.549019608,1.549019608,0.5,0.571428571,0
934,0.5,1.147700271,1.647700271,19102.43563,57393.03871,145831.8252,1.214285714,1.5,1.453040486,1.453040486,1.745098039,1.745098039,0.5,0.285714286,0
935,0.5,1.147700271,1.647700271,22446.66585,53548.56003,112900.0519,1.142857143,1.428571429,1.407694408,1.407694408,1.470588235,1.470588235,0.5,0.285714286,0
936,0.5,1.147700271,1.647700271,26059.84401,51876.38709,101232.2368,1.142857143,1.571428571,1.38626593,1.38626593,1.352941176,1.352941176,0.5,0.428571429,0
937,0.5,1.147700271,1.647700271,17870.77472,62568.54027,110450.1834,1.214285714,1.571428571,1.504922191,1.504922191,1.333333333,1.333333333,0.5,0.357142857,0
938,0.5,1.147700271,1.647700271,18491.73532,43752.64358,136813.1944,1.214285714,1.571428571,1.27643162,1.27643162,1.784313725,1.784313725,0.5,0.357142857,0
939,0.5,1.147700271,1.647700271,21027.47253,57548.86257,130621.0275,1.357142857,1.785714286,1.452699585,1.452699585,1.607843137,1.607843137,0.5,0.428571429,0
940,0.5,1.147700271,1.647700271,38770.46905,47397.37441,135836.1609,1.142857143,1.714285714,1.328564835,1.328564835,1.745098039,1.745098039,0.5,0.571428571,0
941,0.5,1.147700271,1.647700271,28465.09383,50134.42937,98016.07248,1.142857143,1.571428571,1.365591715,1.365591715,1.333333333,1.333333333,0.5,0.428571429,0
942,0.5,1.147700271,1.647700271,32868.80928,49730.98305,122803.148,1.142857143,1.642857143,1.357975141,1.357975141,1.607843137,1.607843137,0.5,0.5,0
943,0.5,1.147700271,1.647700271,23863.87378,57523.17078,97924.92961,1.357142857,1.642857143,1.452554338,1.452554338,1.215686275,1.215686275,0.5,0.285714286,0
944,0.5,1.147700271,1.647700271,21091.01777,70435.42202,185203.68,1.285714286,1.785714286,1.584999312,1.584999312,1.960784314,1.960784314,0.5,0.5,0
945,0.5,1.147700271,1.647700271,37696.91972,46500.111,102315.1133,1.142857143,1.714285714,1.314812975,1.314812975,1.431372549,1.431372549,0.5,0.571428571,0
946,0.5,1.147700271,1.647700271,24463.81679,52824.40729,105301.8507,1.214285714,1.714285714,1.398832508,1.398832508,1.392156863,1.392156863,0.5,0.5,0
947,0.5,1.147700271,1.647700271,16980.51435,42422.89233,121910.1454,1.214285714,1.571428571,1.25647603,1.25647603,1.666666667,1.666666667,0.5,0.357142857,0
948,0.5,1.147700271,1.647700271,23062.30473,43166.68194,82358.37429,1.357142857,1.642857143,1.261687853,1.261687853,1.137254902,1.137254902,0.5,0.285714286,0
949,0.5,1.147700271,1.647700271,30115.0802,48751.49979,99640.04652,1.214285714,1.785714286,1.346659047,1.346659047,1.37254902,1.37254902,0.5,0.571428571,0
950,0.5,1.147700271,1.647700271,19737.73596,52543.20782,138705.6548,1.285714286,1.571428571,1.391497019,1.391497019,1.725490196,1.725490196,0.5,0.285714286,0
951,0.5,1.147700271,1.647700271,18311.63464,56884.83217,161846.8854,1.214285714,1.642857143,1.444792318,1.444792318,1.882352941,1.882352941,0.5,0.428571429,0
952,0.5,1.147700271,1.647700271,38758.78517,48610.80046,113605.1491,1.071428571,1.5,1.347098339,1.347098339,1.529411765,1.529411765,0.5,0.428571429,0
953,0.5,1.147700271,1.647700271,26925.48904,51889.56447,113078.8452,1.142857143,1.5,1.388554837,1.388554837,1.490196078,1.490196078,0.5,0.357142857,0
954,0.5,1.147700271,1.647700271,38060.59572,41751.14193,112749.684,1.142857143,1.714285714,1.10759064,1.10759064,1.588235294,1.588235294,0.5,0.571428571,0
955,0.5,1.147700271,1.647700271,25826.11731,66076.33753,143394.3901,1.214285714,1.714285714,1.541477021,1.541477021,1.647058824,1.647058824,0.5,0.5,0
956,0.5,1.147700271,1.647700271,21870.25108,62802.66933,110684.3124,1.285714286,1.642857143,1.509073125,1.509073125,1.333333333,1.333333333,0.5,0.357142857,0
957,0.5,1.147700271,1.647700271,22501.18238,44940.37253,120119.5595,1.357142857,1.642857143,1.294560983,1.294560983,1.62745098,1.62745098,0.5,0.285714286,0
958,0.5,1.147700271,1.647700271,23442.37567,65237.63367,149148.4818,1.214285714,1.714285714,1.535348647,1.535348647,1.705882353,1.705882353,0.5,0.5,0
959,0.5,1.147700271,1.647700271,21391.82899,53476.70007,124475.2421,1.285714286,1.642857143,1.406569926,1.406569926,1.588235294,1.588235294,0.5,0.357142857,0
960,0.5,1.147700271,1.647700271,42987.19399,56717.8047,125677.7263,1.071428571,1.571428571,1.443056071,1.443056071,1.568627451,1.568627451,0.5,0.5,0
961,0.5,1.147700271,1.647700271,41965.68851,47161.01398,88634.00402,1.071428571,1.571428571,1.32582557,1.32582557,1.235294118,1.235294118,0.5,0.5,0
962,0.5,1.147700271,1.647700271,45101.36204,52913.00217,114102.2829,1,1.285714286,1.403773473,1.403773473,1.490196078,1.490196078,0.5,0.285714286,0
963,0.5,1.147700271,1.647700271,24670.17589,87714.69483,132832.8992,1.357142857,1.714285714,1.7363386,1.7363386,1.294117647,1.294117647,0.5,0.357142857,0
964,0.5,1.147700271,1.647700271,17132.47151,40062.08608,99413.57791,1.285714286,1.714285714,1.212759086,1.212759086,1.470588235,1.470588235,0.5,0.428571429,0
965,0.5,1.147700271,1.647700271,35601.06273,49589.01073,154551.0639,1.071428571,1.5,1.357830247,1.357830247,1.882352941,1.882352941,0.5,0.428571429,0
966,0.5,1.147700271,1.647700271,29579.21951,55682.5077,113241.9143,1.214285714,1.785714286,1.426355449,1.426355449,1.450980392,1.450980392,0.5,0.571428571,0
967,0.5,1.147700271,1.647700271,20203.68022,67117.0523,132111.4009,1.357142857,1.857142857,1.551183724,1.551183724,1.529411765,1.529411765,0.5,0.5,0
968,0.5,1.147700271,1.647700271,23266.25995,48812.00207,115769.9582,1.214285714,1.714285714,1.345425911,1.345425911,1.549019608,1.549019608,0.5,0.5,0
969,0.5,1.147700271,1.647700271,47721.58609,55197.04063,134684.2937,1.071428571,1.642857143,1.425873946,1.425873946,1.666666667,1.666666667,0.5,0.571428571,0
970,0.5,1.147700271,1.647700271,36643.37236,50162.41865,119122.3402,1.214285714,1.857142857,1.365151744,1.365151744,1.568627451,1.568627451,0.5,0.642857143,0
971,0.5,1.147700271,1.647700271,18843.15026,59996.804,130995.3461,1.214285714,1.571428571,1.476328958,1.476328958,1.588235294,1.588235294,0.5,0.357142857,0
972,0.5,1.147700271,1.647700271,19738.74122,56105.13829,165943.3639,1.214285714,1.5,1.439683214,1.439683214,1.921568627,1.921568627,0.5,0.285714286,0
973,0.5,1.147700271,1.647700271,26271.37488,56350.20761,125310.1292,1.142857143,1.571428571,1.441067599,1.441067599,1.568627451,1.568627451,0.5,0.428571429,0
974,0.5,1.147700271,1.647700271,27593.82492,38969.99131,151266.9762,1.142857143,1.571428571,1.138519778,1.138519778,1.941176471,1.941176471,0.5,0.428571429,0
975,0.5,1.147700271,1.647700271,16872.77498,50468.90325,95587.10765,1.214285714,1.571428571,1.371813629,1.371813629,1.294117647,1.294117647,0.5,0.357142857,0
976,0.5,1.147700271,1.647700271,32159.90459,50574.94989,93192.89576,1.142857143,1.642857143,1.371150713,1.371150713,1.254901961,1.254901961,0.5,0.5,0
977,0.5,1.147700271,1.647700271,21929.37848,43990.45724,90458.74251,1.214285714,1.571428571,1.280922075,1.280922075,1.31372549,1.31372549,0.5,0.357142857,0
978,0.5,1.147700271,1.647700271,25730.74317,41734.09327,86579.0072,1.142857143,1.571428571,1.243892523,1.243892523,1.078431373,1.078431373,0.5,0.428571429,0
979,0.5,1.147700271,1.647700271,33736.78543,47691.97725,95573.62036,1.071428571,1.428571429,1.331069179,1.331069179,1.333333333,1.333333333,0.5,0.357142857,0
980,0.5,1.147700271,1.647700271,23459.45255,58443.05225,99351.62841,1.142857143,1.5,1.462380848,1.462380848,1.117647059,1.117647059,0.5,0.357142857,0
981,0.5,1.147700271,1.647700271,24556.58467,54831.27912,157377.8997,1.285714286,1.857142857,1.421954853,1.421954853,1.862745098,1.862745098,0.5,0.571428571,0
982,0.5,1.147700271,1.647700271,23841.22027,49159.7169,151706.3375,1.285714286,1.857142857,1.355174287,1.355174287,1.862745098,1.862745098,0.5,0.571428571,0
983,0.5,1.147700271,1.647700271,18992.95295,53023.83097,94496.82101,1.214285714,1.642857143,1.397559282,1.397559282,1.235294118,1.235294118,0.5,0.428571429,0
984,0.5,1.147700271,1.647700271,43516.03251,66408.81012,173801.7337,1.071428571,1.571428571,1.544690356,1.544690356,1.901960784,1.901960784,0.5,0.5,0
985,0.5,1.147700271,1.647700271,25584.91877,54318.31103,123278.2326,1.142857143,1.5,1.413657491,1.413657491,1.568627451,1.568627451,0.5,0.357142857,0
986,0.5,1.147700271,1.647700271,25633.96234,53521.13919,144259.7118,1.428571429,1.928571429,1.411261998,1.411261998,1.764705882,1.764705882,0.5,0.5,0
987,0.5,1.147700271,1.647700271,41381.46521,38146.3719,76638.14647,1.071428571,1.571428571,1.16807984,1.16807984,1.176470588,1.176470588,0.5,0.5,0
988,0.5,1.147700271,1.647700271,22322.51587,39401.07865,82192.37514,1.142857143,1.428571429,1.133495628,1.133495628,1.098039216,1.098039216,0.5,0.285714286,0
989,0.5,1.147700271,1.647700271,31056.32324,40063.07761,92540.52105,1.142857143,1.642857143,1.212205229,1.212205229,1.392156863,1.392156863,0.5,0.5,0
990,0.5,1.147700271,1.647700271,39172.86241,60270.42453,114390.7399,1.142857143,1.714285714,1.48294882,1.48294882,1.411764706,1.411764706,0.5,0.571428571,0
991,0.5,1.147700271,1.647700271,22485.24461,39777.62399,82395.56985,1.357142857,1.785714286,1.206386813,1.206386813,1.254901961,1.254901961,0.5,0.428571429,0
992,0.5,1.147700271,1.647700271,20863.06175,51377.04365,133062.3683,1.214285714,1.5,1.382321542,1.382321542,1.68627451,1.68627451,0.5,0.285714286,0
993,0.5,1.147700271,1.647700271,24145.78431,66998.32588,121118.6412,1.214285714,1.714285714,1.556518708,1.556518708,1.411764706,1.411764706,0.5,0.5,0
994,0.5,1.147700271,1.647700271,30683.61965,44879.86827,104231.3601,1.214285714,1.785714286,1.29393676,1.29393676,1.470588235,1.470588235,0.5,0.571428571,0
995,0.5,1.147700271,1.647700271,18852.69065,60017.59709,115832.5993,1.285714286,1.785714286,1.48335544,1.48335544,1.431372549,1.431372549,0.5,0.5,0
996,0.5,1.147700271,1.647700271,25151.19278,89329.64661,173240.4948,1.214285714,1.714285714,1.758441611,1.758441611,1.705882353,1.705882353,0.5,0.5,0
997,0.5,1.147700271,1.647700271,20967.85484,63401.1578,161167.415,1.357142857,1.785714286,1.518716932,1.518716932,1.823529412,1.823529412,0.5,0.428571429,0
998,0.5,1.147700271,1.647700271,20903.87187,61880.08897,157283.5942,1.214285714,1.642857143,1.496359338,1.496359338,1.803921569,1.803921569,0.5,0.428571429,0
999,0.5,1.147700271,1.647700271,20907.31973,62515.92907,111871.7788,1.357142857,1.714285714,1.506450043,1.506450043,1.352941176,1.352941176,0.5,0.357142857,0
