lambda=0.5,T=100000,Single_Price=True,Alg.Cx=1,Alg.Cy=0.005,Alg.Cz=4,soft_constraint=False,,,,,,,,
851,0.5,1.147700271,1.647700271,3859.162492,5889.609697,8435.784465,1.406001372,1.593998628,1.599087151,1.599087151,1.810810811,1.810810811,0.5,0.187997257
852,0.5,1.147700271,1.647700271,4982.131108,6671.954073,5204.19421,1.487962963,1.512037037,1.672134949,1.672134949,1.486486486,1.486486486,0.5,0.024074074
853,0.5,1.147700271,1.647700271,3924.580733,4886.484329,5707.386629,1.338518519,1.492222222,1.399461205,1.399461205,1.567567568,1.567567568,0.5,0.153703704
854,0.5,1.147700271,1.647700271,5125.418426,5322.305495,7695.68452,1.493106996,1.506893004,1.244684541,1.244684541,1.756756757,1.756756757,0.5,0.013786008
855,0.5,1.147700271,1.647700271,4053.058848,4945.01177,6144.154686,1.260473251,1.392229081,1.324392819,1.324392819,1.162162162,1.162162162,0.5,0.13175583
856,0.5,1.147700271,1.647700271,3236.402342,4956.179872,8057.424186,1.216851852,1.494012346,1.43760421,1.43760421,1.783783784,1.783783784,0.5,0.277160494
857,0.5,1.147700271,1.647700271,3887.148231,5018.08155,6433.085584,1.412860082,1.587139918,1.300731712,1.300731712,1.648648649,1.648648649,0.5,0.174279835
858,0.5,1.147700271,1.647700271,3439.606309,6613.500207,6433.085584,1.232901235,1.456563786,1.120241214,1.120241214,1.648648649,1.648648649,0.5,0.223662551
859,0.5,1.147700271,1.647700271,3505.49155,5805.863385,4937.575382,1.144019204,1.423923182,1.582729494,1.582729494,1.378378378,1.378378378,0.5,0.279903978
860,0.5,1.147700271,1.647700271,2735.378469,4964.161518,5216.212581,1.188045267,1.561227709,1.441397979,1.441397979,1.27027027,1.27027027,0.5,0.373182442
861,0.5,1.147700271,1.647700271,4991.648298,5653.500655,9239.0016,1.393956517,1.393956517,1.204834672,1.204834672,1.864864865,1.864864865,0.5,0
862,0.5,1.147700271,1.647700271,3854.559352,4903.264254,11482.19613,1.463333333,1.691111111,1.410581553,1.410581553,2,2,0.5,0.227777778
863,0.5,1.147700271,1.647700271,3530.615661,5104.773935,6719.178922,1.295171468,1.557242798,1.471643081,1.471643081,1.675675676,1.675675676,0.5,0.262071331
864,0.5,1.147700271,1.647700271,4063.421159,7067.088524,11009.57451,1.265205761,1.381186557,1.707302432,1.707302432,1.972972973,1.972972973,0.5,0.115980796
865,0.5,1.147700271,1.647700271,4359.130174,4964.820412,7351.447387,1.368148148,1.447777778,1.426200312,1.426200312,1.72972973,1.72972973,0.5,0.07962963
866,0.5,1.147700271,1.647700271,4955.038746,5014.045991,8057.424186,1.323561735,1.323561735,1.443579528,1.443579528,1.783783784,1.783783784,0.5,0
867,0.5,1.147700271,1.647700271,3707.079086,5229.683079,9662.253707,1.508868313,1.78191358,1.504309371,1.504309371,1.891891892,1.891891892,0.5,0.273045267
868,0.5,1.147700271,1.647700271,3551.96894,6356.575432,7337.849438,1.228374486,1.4671262,1.644570016,1.644570016,1.081081081,1.081081081,0.5,0.238751715
869,0.5,1.147700271,1.647700271,3756.436365,4975.020674,5382.923622,1.15005487,1.399780521,1.312249244,1.312249244,1.243243243,1.243243243,0.5,0.249725652
870,0.5,1.147700271,1.647700271,4935.237901,5375.315646,5002.586843,1.343219478,1.343219478,1.524252362,1.524252362,1.324324324,1.324324324,0.5,0
871,0.5,1.147700271,1.647700271,4664.459758,4976.504667,8829.916146,1.470816187,1.529183813,1.314375084,1.314375084,1.837837838,1.837837838,0.5,0.058367627
872,0.5,1.147700271,1.647700271,4389.138453,5892.943996,7025.628572,1.36430727,1.453539095,1.595805021,1.595805021,1.702702703,1.702702703,0.5,0.089231824
873,0.5,1.147700271,1.647700271,3791.807288,4910.413828,7695.68452,1.325349794,1.511975309,1.382407399,1.382407399,1.756756757,1.756756757,0.5,0.186625514
874,0.5,1.147700271,1.647700271,3983.26151,5393.854498,5926.105668,1.418347051,1.581652949,1.232136126,1.232136126,1.594594595,1.594594595,0.5,0.163305898
875,0.5,1.147700271,1.647700271,3678.270959,10455.60903,5091.564556,1.317668038,1.523497942,1.944587928,1.944587928,1.459459459,1.459459459,0.5,0.205829904
876,0.5,1.147700271,1.647700271,4057.053505,7529.876455,7025.628572,1.270144033,1.369663923,1.741317603,1.741317603,1.702702703,1.702702703,0.5,0.09951989
877,0.5,1.147700271,1.647700271,5826.51373,5323.254644,10098.9148,1.175438534,1.175438534,1.519982083,1.519982083,1.918918919,1.918918919,0.5,0
878,0.5,1.147700271,1.647700271,3850.600141,5452.617423,8829.916146,1.258415638,1.397030178,1.534995562,1.534995562,1.837837838,1.837837838,0.5,0.13861454
879,0.5,1.147700271,1.647700271,4150.628423,6621.299718,11009.57451,1.24462963,1.429197531,1.119237896,1.119237896,1.972972973,1.972972973,0.5,0.184567901
880,0.5,1.147700271,1.647700271,5251.399937,6566.591515,5002.586843,1.256705304,1.256705304,1.667585415,1.667585415,1.324324324,1.324324324,0.5,0
881,0.5,1.147700271,1.647700271,3978.155847,5239.977199,5707.386629,1.080445816,1.275987654,1.506449781,1.506449781,1.567567568,1.567567568,0.5,0.195541838
882,0.5,1.147700271,1.647700271,5188.527801,4981.905542,4956.852538,1.266354288,1.266354288,1.433687307,1.433687307,1.405405405,1.405405405,0.5,0
883,0.5,1.147700271,1.647700271,3659.899501,9419.692944,8435.784465,1.155541838,1.377832647,1.877251946,1.877251946,1.810810811,1.810810811,0.5,0.222290809
884,0.5,1.147700271,1.647700271,3681.384466,5291.90688,6168.373289,1.325898491,1.511152263,1.514627492,1.514627492,1.621621622,1.621621622,0.5,0.185253772
885,0.5,1.147700271,1.647700271,4299.237578,5618.558322,6168.373289,1.269938272,1.370144033,1.207924034,1.207924034,1.621621622,1.621621622,0.5,0.100205761
886,0.5,1.147700271,1.647700271,4390.428348,5350.270808,7351.447387,1.559759945,1.760102881,1.526137581,1.526137581,1.72972973,1.72972973,0.5,0.200342936
887,0.5,1.147700271,1.647700271,4105.816436,7423.902901,7025.628572,1.43377915,1.56622085,1.071657757,1.071657757,1.702702703,1.702702703,0.5,0.132441701
888,0.5,1.147700271,1.647700271,3315.687015,7289.855032,5513.361766,1.220144033,1.48633059,1.724830931,1.724830931,1.540540541,1.540540541,0.5,0.266186557
889,0.5,1.147700271,1.647700271,3871.167913,5613.259166,5090.004457,1.311083676,1.533374486,1.204905243,1.204905243,1.297297297,1.297297297,0.5,0.222290809
890,0.5,1.147700271,1.647700271,3976.585932,5415.100858,8829.916146,1.426577503,1.573422497,1.528274375,1.528274375,1.837837838,1.837837838,0.5,0.146844993
891,0.5,1.147700271,1.647700271,3067.54454,5559.499028,9239.0016,1.280356653,1.579465021,1.555325538,1.555325538,1.864864865,1.864864865,0.5,0.299108368
892,0.5,1.147700271,1.647700271,3560.396733,5203.02032,6144.154686,1.443580247,1.704279835,1.493467889,1.493467889,1.162162162,1.162162162,0.5,0.260699588
893,0.5,1.147700271,1.647700271,4447.202981,4955.740588,4937.575382,1.563600823,1.75845679,1.316718098,1.316718098,1.378378378,1.378378378,0.5,0.194855967
894,0.5,1.147700271,1.647700271,4426.575213,4960.831033,5204.19421,1.427263374,1.572736626,1.423870036,1.423870036,1.486486486,1.486486486,0.5,0.145473251
895,0.5,1.147700271,1.647700271,4966.338853,4888.485405,5008.658337,1.37881042,1.37881042,1.388593988,1.388593988,1.432432432,1.432432432,0.5,0
896,0.5,1.147700271,1.647700271,4416.937263,5422.585911,5002.586843,1.282489712,1.340857339,1.536880529,1.536880529,1.324324324,1.324324324,0.5,0.058367627
897,0.5,1.147700271,1.647700271,3100.276787,5092.380526,5090.004457,1.333984911,1.666015089,1.282690699,1.282690699,1.297297297,1.297297297,0.5,0.332030178
898,0.5,1.147700271,1.647700271,4579.33744,4875.89105,8829.916146,1.469444444,1.530555556,1.376902127,1.376902127,1.837837838,1.837837838,0.5,0.061111111
899,0.5,1.147700271,1.647700271,4392.394576,5542.940818,5091.564556,1.555919067,1.761748971,1.547893773,1.547893773,1.459459459,1.459459459,0.5,0.205829904
900,0.5,1.147700271,1.647700271,3642.814673,4895.275323,7025.628572,1.319314129,1.521028807,1.397998107,1.397998107,1.702702703,1.702702703,0.5,0.201714678
901,0.5,1.147700271,1.647700271,3954.744996,7906.446904,5091.564556,1.40462963,1.59537037,1.775542311,1.775542311,1.459459459,1.459459459,0.5,0.190740741
902,0.5,1.147700271,1.647700271,3821.556382,4954.66181,11009.57451,1.342633745,1.486049383,1.325361867,1.325361867,1.972972973,1.972972973,0.5,0.143415638
903,0.5,1.147700271,1.647700271,3700.15031,5006.709177,6168.373289,1.39159808,1.60840192,1.443218441,1.443218441,1.621621622,1.621621622,0.5,0.216803841
904,0.5,1.147700271,1.647700271,4037.9871,4930.319067,9239.0016,1.485555556,1.676296296,1.422795169,1.422795169,1.864864865,1.864864865,0.5,0.190740741
905,0.5,1.147700271,1.647700271,3661.038995,4947.143198,5216.212581,1.146213992,1.415144033,1.328889464,1.328889464,1.27027027,1.27027027,0.5,0.268930041
906,0.5,1.147700271,1.647700271,3783.89657,6175.485969,8057.424186,1.244012346,1.43063786,1.631537795,1.631537795,1.783783784,1.783783784,0.5,0.186625514
907,0.5,1.147700271,1.647700271,4489.647602,5143.522698,5926.105668,1.274876543,1.358621399,1.483400187,1.483400187,1.594594595,1.594594595,0.5,0.083744856
908,0.5,1.147700271,1.647700271,3282.446609,5132.676616,5345.219824,1.313004115,1.530493827,1.48570305,1.48570305,1.513513514,1.513513514,0.5,0.217489712
909,0.5,1.147700271,1.647700271,3582.390938,6111.926786,5090.004457,1.151975309,1.392098765,1.625408483,1.625408483,1.297297297,1.297297297,0.5,0.240123457
910,0.5,1.147700271,1.647700271,3043.253975,5002.349774,10098.9148,1.266090535,1.600864198,1.303311032,1.303311032,1.918918919,1.918918919,0.5,0.334773663
911,0.5,1.147700271,1.647700271,5050.834965,5254.639234,7351.447387,1.55962963,1.62691358,1.250548941,1.250548941,1.72972973,1.72972973,0.5,0.067283951
912,0.5,1.147700271,1.647700271,4163.598026,6188.044521,5845.020673,1.171728395,1.31308642,1.633737107,1.633737107,1.189189189,1.189189189,0.5,0.141358025
913,0.5,1.147700271,1.647700271,4762.710927,4884.52002,5345.219824,1.289691358,1.324053498,1.392756167,1.392756167,1.513513514,1.513513514,0.5,0.03436214
914,0.5,1.147700271,1.647700271,4181.465528,5265.124723,5345.219824,1.352784636,1.470823045,1.251428966,1.251428966,1.513513514,1.513513514,0.5,0.118038409
915,0.5,1.147700271,1.647700271,3704.446216,6781.438671,5707.386629,1.300109739,1.549835391,1.681794314,1.681794314,1.567567568,1.567567568,0.5,0.249725652
916,0.5,1.147700271,1.647700271,3732.341853,5211.122812,6433.085584,1.078251029,1.295740741,1.495316744,1.495316744,1.648648649,1.648648649,0.5,0.217489712
917,0.5,1.147700271,1.647700271,3012.084355,5230.958373,5513.361766,1.200390947,1.532421125,1.502331122,1.502331122,1.540540541,1.540540541,0.5,0.332030178
918,0.5,1.147700271,1.647700271,3700.15031,6012.256264,4937.575382,1.39159808,1.60840192,1.605843921,1.605843921,1.378378378,1.378378378,0.5,0.216803841
919,0.5,1.147700271,1.647700271,3492.837785,5146.950672,6144.154686,1.072695473,1.345740741,1.490387846,1.490387846,1.162162162,1.162162162,0.5,0.273045267
920,0.5,1.147700271,1.647700271,5483.632071,5357.869437,8057.424186,1.19436214,1.22255144,1.238828571,1.238828571,1.783783784,1.783783784,0.5,0.0281893
921,0.5,1.147700271,1.647700271,4053.697039,5098.503685,8057.424186,1.425205761,1.574794239,1.476276802,1.476276802,1.783783784,1.783783784,0.5,0.149588477
922,0.5,1.147700271,1.647700271,3704.949201,7727.697528,4956.852538,1.15005487,1.399780521,1.76158363,1.76158363,1.405405405,1.405405405,0.5,0.249725652
923,0.5,1.147700271,1.647700271,4582.679757,5237.77212,9662.253707,1.465672154,1.534327846,1.253854763,1.253854763,1.891891892,1.891891892,0.5,0.068655693
924,0.5,1.147700271,1.647700271,5422.154214,4885.349318,8829.916146,1.563744856,1.624170096,1.355476701,1.355476701,1.837837838,1.837837838,0.5,0.06042524
925,0.5,1.147700271,1.647700271,4178.696576,5149.459663,5002.586843,1.273436214,1.361982167,1.278599547,1.278599547,1.324324324,1.324324324,0.5,0.088545953
926,0.5,1.147700271,1.647700271,4400.954904,5292.533912,11965.47087,1,1.230521262,1.514775857,1.514775857,2.027027027,2.027027027,0.5,0.230521262
927,0.5,1.147700271,1.647700271,4485.803408,5249.203037,6168.373289,1.279814815,1.347098765,1.502775293,1.502775293,1.621621622,1.621621622,0.5,0.067283951
928,0.5,1.147700271,1.647700271,4057.841279,4980.52976,9662.253707,1.485555556,1.676296296,1.309529671,1.309529671,1.891891892,1.891891892,0.5,0.190740741
929,0.5,1.147700271,1.647700271,4078.617812,6059.826314,5345.219824,1.351687243,1.472469136,1.619316248,1.619316248,1.513513514,1.513513514,0.5,0.120781893
930,0.5,1.147700271,1.647700271,3924.216419,4932.239608,5845.020673,1.162674897,1.349300412,1.423437747,1.423437747,1.189189189,1.189189189,0.5,0.186625514
931,0.5,1.147700271,1.647700271,3975.311105,5792.87538,5002.586843,1.473209877,1.684526749,1.588355616,1.588355616,1.324324324,1.324324324,0.5,0.211316872
932,0.5,1.147700271,1.647700271,3120.871363,4930.668504,5513.361766,1.140178326,1.439286694,1.408391777,1.408391777,1.540540541,1.540540541,0.5,0.299108368
933,0.5,1.147700271,1.647700271,3909.195658,4939.068086,5707.386629,1.340164609,1.489753086,1.338797721,1.338797721,1.567567568,1.567567568,0.5,0.149588477
934,0.5,1.147700271,1.647700271,4639.133479,5200.893794,8435.784465,1.384609053,1.42308642,1.492645833,1.492645833,1.810810811,1.810810811,0.5,0.038477366
935,0.5,1.147700271,1.647700271,3619.144229,5003.137929,5382.923622,1.297914952,1.553127572,1.453777614,1.453777614,1.243243243,1.243243243,0.5,0.25521262
936,0.5,1.147700271,1.647700271,4368.814287,7551.224714,5513.361766,1.476502058,1.682331962,1.745346863,1.745346863,1.540540541,1.540540541,0.5,0.205829904
937,0.5,1.147700271,1.647700271,3776.20903,6764.772964,5204.19421,1.386111111,1.613888889,1.113045838,1.113045838,1.486486486,1.486486486,0.5,0.227777778
938,0.5,1.147700271,1.647700271,3927.038167,5118.658183,10548.25565,1.329190672,1.506213992,1.476250139,1.476250139,1.945945946,1.945945946,0.5,0.17702332
939,0.5,1.147700271,1.647700271,3883.518734,6745.653827,9662.253707,1.255123457,1.404711934,1.681589049,1.681589049,1.891891892,1.891891892,0.5,0.149588477
940,0.5,1.147700271,1.647700271,4310.633999,4930.299037,5008.658337,1.441666667,1.558333333,1.326303996,1.326303996,1.432432432,1.432432432,0.5,0.116666667
941,0.5,1.147700271,1.647700271,5004.555073,5666.832715,5091.564556,1.305927395,1.305927395,1.572132421,1.572132421,1.459459459,1.459459459,0.5,0
942,0.5,1.147700271,1.647700271,4529.656494,5000.373859,7025.628572,1.375281207,1.437078189,1.440676109,1.440676109,1.702702703,1.702702703,0.5,0.061796982
943,0.5,1.147700271,1.647700271,3657.076513,4890.912266,6433.085584,1.308888889,1.536666667,1.392117748,1.392117748,1.648648649,1.648648649,0.5,0.227777778
944,0.5,1.147700271,1.647700271,3612.92771,4996.973419,5926.105668,1.220967078,1.484410151,1.45067946,1.45067946,1.594594595,1.594594595,0.5,0.263443073
945,0.5,1.147700271,1.647700271,3616.065044,6747.749427,5707.386629,1.379938272,1.620061728,1.110294782,1.110294782,1.567567568,1.567567568,0.5,0.240123457
946,0.5,1.147700271,1.647700271,3901.391699,5272.552951,4956.852538,1.159931413,1.360274348,1.512376392,1.512376392,1.405405405,1.405405405,0.5,0.200342936
947,0.5,1.147700271,1.647700271,5320.468414,6938.327226,7351.447387,1.583765432,1.749814815,1.10143434,1.10143434,1.72972973,1.72972973,0.5,0.166049383
948,0.5,1.147700271,1.647700271,4962.400736,5096.852467,7351.447387,1.6068107,1.739938272,1.469799452,1.469799452,1.72972973,1.72972973,0.5,0.133127572
949,0.5,1.147700271,1.647700271,4294.133175,5095.607534,6719.178922,1.275699588,1.35670096,1.478591666,1.478591666,1.675675676,1.675675676,0.5,0.081001372
950,0.5,1.147700271,1.647700271,3946.78345,7538.013932,5845.020673,1.406001372,1.593998628,1.751130251,1.751130251,1.189189189,1.189189189,0.5,0.187997257
951,0.5,1.147700271,1.647700271,3142.468548,5491.481245,6433.085584,1.352503429,1.647496571,1.220022695,1.220022695,1.648648649,1.648648649,0.5,0.294993141
952,0.5,1.147700271,1.647700271,5295.062576,5237.308832,7025.628572,1.567037037,1.621975309,1.262160031,1.262160031,1.702702703,1.702702703,0.5,0.054938272
953,0.5,1.147700271,1.647700271,5155.395341,5840.276147,5008.658337,1.518477366,1.654348422,1.592855047,1.592855047,1.432432432,1.432432432,0.5,0.135871056
954,0.5,1.147700271,1.647700271,2665.316259,4895.702717,5513.361766,1.184753086,1.568909465,1.356467717,1.356467717,1.540540541,1.540540541,0.5,0.384156379
955,0.5,1.147700271,1.647700271,3788.079262,4939.221936,11965.47087,1.152798354,1.388806584,1.325284573,1.325284573,2.027027027,2.027027027,0.5,0.23600823
956,0.5,1.147700271,1.647700271,3675.151407,4921.471111,5513.361766,1.244012346,1.43063786,1.417940159,1.417940159,1.540540541,1.540540541,0.5,0.186625514
957,0.5,1.147700271,1.647700271,4583.012997,5294.405295,7351.447387,1.384334705,1.423497942,1.25128088,1.25128088,1.72972973,1.72972973,0.5,0.039163237
958,0.5,1.147700271,1.647700271,2825.423078,5041.679409,5091.564556,1.061584362,1.445740741,1.292517454,1.292517454,1.459459459,1.459459459,0.5,0.384156379
959,0.5,1.147700271,1.647700271,3530.351607,5216.117113,11965.47087,1.324801097,1.512798354,1.49912598,1.49912598,2.027027027,2.027027027,0.5,0.187997257
960,0.5,1.147700271,1.647700271,5524.399432,5781.310379,5345.219824,1.212613628,1.212613628,1.580182927,1.580182927,1.513513514,1.513513514,0.5,0
961,0.5,1.147700271,1.647700271,4694.1661,5917.845772,10098.9148,1.472530864,1.527469136,1.596153521,1.596153521,1.918918919,1.918918919,0.5,0.054938272
962,0.5,1.147700271,1.647700271,3645.373819,5597.478382,5002.586843,1.368964335,1.631035665,1.553857358,1.553857358,1.324324324,1.324324324,0.5,0.262071331
963,0.5,1.147700271,1.647700271,3865.644645,5408.015977,5591.91287,1.313004115,1.530493827,1.526997711,1.526997711,1.216216216,1.216216216,0.5,0.217489712
964,0.5,1.147700271,1.647700271,3449.164713,4891.554154,7695.68452,1.366906722,1.633093278,1.350204086,1.350204086,1.756756757,1.756756757,0.5,0.266186557
965,0.5,1.147700271,1.647700271,3893.379804,4887.547772,8435.784465,1.344554184,1.483168724,1.366054056,1.366054056,1.810810811,1.810810811,0.5,0.13861454
966,0.5,1.147700271,1.647700271,4510.059684,5125.533067,6168.373289,1.35223594,1.471646091,1.478982738,1.478982738,1.621621622,1.621621622,0.5,0.119410151
967,0.5,1.147700271,1.647700271,3815.045113,5356.648862,11482.19613,1.231666667,1.459444444,1.526013628,1.526013628,2,2,0.5,0.227777778
968,0.5,1.147700271,1.647700271,4453.809399,5324.564571,7337.849438,1.429320988,1.570679012,1.516817645,1.516817645,1.081081081,1.081081081,0.5,0.141358025
969,0.5,1.147700271,1.647700271,3522.070576,7478.338245,11482.19613,1.292427984,1.561358025,1.740913968,1.740913968,2,2,0.5,0.268930041
970,0.5,1.147700271,1.647700271,5344.037202,5141.297404,11482.19613,1.502777778,1.497222222,1.280270505,1.280270505,2,2,0.5,0.005555556
971,0.5,1.147700271,1.647700271,3499.619351,4896.371837,5926.105668,1.217674897,1.492091907,1.354215608,1.354215608,1.594594595,1.594594595,0.5,0.27441701
972,0.5,1.147700271,1.647700271,4594.855867,5400.90995,5591.91287,1.385432099,1.421851852,1.534410606,1.534410606,1.216216216,1.216216216,0.5,0.036419753
973,0.5,1.147700271,1.647700271,4207.525573,5018.055765,5204.19421,1.353333333,1.47,1.300409427,1.300409427,1.486486486,1.486486486,0.5,0.116666667
974,0.5,1.147700271,1.647700271,3159.77779,6887.86722,11009.57451,1.134142661,1.463429355,1.69365194,1.69365194,1.972972973,1.972972973,0.5,0.329286694
975,0.5,1.147700271,1.647700271,3219.527218,5748.947574,7025.628572,1.21026749,1.509375857,1.57558861,1.57558861,1.702702703,1.702702703,0.5,0.299108368
976,0.5,1.147700271,1.647700271,4498.728461,8146.785988,4952.308113,1.279814815,1.347098765,1.033697243,1.033697243,1.351351351,1.351351351,0.5,0.067283951
977,0.5,1.147700271,1.647700271,6087.66051,5402.889789,6144.154686,1.651460905,1.720802469,1.233853986,1.233853986,1.162162162,1.162162162,0.5,0.069341564
978,0.5,1.147700271,1.647700271,4210.350984,7516.803086,4937.575382,1.428635117,1.571364883,1.066872062,1.066872062,1.378378378,1.378378378,0.5,0.142729767
979,0.5,1.147700271,1.647700271,3794.483826,5692.032345,6433.085584,1.2431893,1.432558299,1.196904816,1.196904816,1.648648649,1.648648649,0.5,0.189368999
980,0.5,1.147700271,1.647700271,5055.677982,5984.606991,5513.361766,1.434464388,1.434464388,1.607633582,1.607633582,1.540540541,1.540540541,0.5,0
981,0.5,1.147700271,1.647700271,4259.156783,5018.735515,7025.628572,1.447153635,1.552846365,1.299621848,1.299621848,1.702702703,1.702702703,0.5,0.10569273
982,0.5,1.147700271,1.647700271,4422.740588,4883.829459,4952.308113,1.452640604,1.547359396,1.357517912,1.357517912,1.351351351,1.351351351,0.5,0.094718793
983,0.5,1.147700271,1.647700271,4776.048519,4970.553077,8829.916146,1.466358025,1.533641975,1.313960323,1.313960323,1.837837838,1.837837838,0.5,0.067283951
984,0.5,1.147700271,1.647700271,3609.638367,5636.122185,5216.212581,1.070912209,1.361790123,1.205672547,1.205672547,1.27027027,1.27027027,0.5,0.290877915
985,0.5,1.147700271,1.647700271,4105.871397,4877.314597,7351.447387,1.427949246,1.572050754,1.367100012,1.367100012,1.72972973,1.72972973,0.5,0.144101509
986,0.5,1.147700271,1.647700271,2986.537733,5230.563121,9239.0016,1.200390947,1.532421125,1.497997574,1.497997574,1.864864865,1.864864865,0.5,0.332030178
987,0.5,1.147700271,1.647700271,5130.434391,5761.347621,5926.105668,1.292777778,1.316851852,1.578868095,1.578868095,1.594594595,1.594594595,0.5,0.024074074
988,0.5,1.147700271,1.647700271,4159.846354,4891.394343,7351.447387,1.432064472,1.567935528,1.349794249,1.349794249,1.72972973,1.72972973,0.5,0.135871056
989,0.5,1.147700271,1.647700271,4668.049325,6032.276255,5008.658337,1.28845679,1.326934156,1.608893835,1.608893835,1.432432432,1.432432432,0.5,0.038477366
990,0.5,1.147700271,1.647700271,4210.693821,5196.568386,4952.308113,1.271378601,1.366783265,1.491474091,1.491474091,1.351351351,1.351351351,0.5,0.095404664
991,0.5,1.147700271,1.647700271,3229.507769,4876.140483,5204.19421,1.209444444,1.511296296,1.372560716,1.372560716,1.486486486,1.486486486,0.5,0.301851852
992,0.5,1.147700271,1.647700271,3798.846143,4954.54217,6168.373289,1.231666667,1.459444444,1.322041557,1.322041557,1.621621622,1.621621622,0.5,0.227777778
993,0.5,1.147700271,1.647700271,4458.7662,5141.59287,9239.0016,1.270349794,1.369183813,1.486374351,1.486374351,1.864864865,1.864864865,0.5,0.098834019
994,0.5,1.147700271,1.647700271,3684.883627,4918.725931,5090.004457,1.380624143,1.619375857,1.331973152,1.331973152,1.297297297,1.297297297,0.5,0.238751715
995,0.5,1.147700271,1.647700271,3616.065044,5524.709605,6144.154686,1.379938272,1.620061728,1.215851943,1.215851943,1.162162162,1.162162162,0.5,0.240123457
996,0.5,1.147700271,1.647700271,3944.72966,5291.787356,5216.212581,1.255123457,1.404711934,1.508329335,1.508329335,1.27027027,1.27027027,0.5,0.149588477
997,0.5,1.147700271,1.647700271,3582.010706,5544.907652,5513.361766,1.146762689,1.412949246,1.55488279,1.55488279,1.540540541,1.540540541,0.5,0.266186557
998,0.5,1.147700271,1.647700271,3828.195443,4942.096921,5926.105668,1.308888889,1.536666667,1.428160872,1.428160872,1.594594595,1.594594595,0.5,0.227777778
999,0.5,1.147700271,1.647700271,3727.516647,5708.937238,5926.105668,1.247716049,1.421995885,1.577257921,1.577257921,1.594594595,1.594594595,0.5,0.174279835
1000,0.5,1.147700271,1.647700271,3737.773168,4902.660816,5204.19421,1.399828532,1.600171468,1.411632464,1.411632464,1.486486486,1.486486486,0.5,0.200342936
